,x,y,z
0,0.0,0.0,0.0
1,0.0861019492149353,-0.01844024658203125,-0.057087313647230076
2,0.1357962191104889,-0.11876827478408813,-0.07684623103853028
3,0.10530227422714233,-0.21071892976760864,-0.09308401894088547
4,0.05219036340713501,-0.2836412787437439,-0.10543807249780457
5,0.14451438188552856,-0.31159013509750366,-0.022854147742350506
6,0.14603188633918762,-0.4325316548347473,-0.053490601743419575
7,0.14173844456672668,-0.519959568977356,-0.07576800536628525
8,0.13116616010665894,-0.5981462001800537,-0.09190997135158341
9,0.09012255072593689,-0.32650226354599,-0.023357197905738758
10,0.114260733127594,-0.4740493595600128,-0.06045176860209267
11,0.1347181499004364,-0.5514539778232574,-0.08257594358440201
12,0.1460467278957367,-0.6128451526165009,-0.09164754700179856
13,0.033200621604919434,-0.30643242597579956,-0.0331885966312484
14,0.04098224639892578,-0.38529324531555176,-0.10282501977201264
15,0.05205214023590088,-0.2930135726928711,-0.12136774163957398
16,0.05744609236717224,-0.22630256414413452,-0.11428976457830231
17,-0.020894646644592285,-0.26439714431762695,-0.047093581671674656
18,0.0022581517696380615,-0.2780643105506897,-0.11264840912338059
19,0.02086508274078369,-0.1963079571723938,-0.12796015691276352
20,0.03324687480926514,-0.13907021284103394,-0.1255730802964763
