,x,y,z
0,0.0,0.0,0.0
1,0.06979498267173767,-0.03669494390487671,-0.007196056308515608
2,0.12978428602218628,-0.10358542203903198,-0.02089123579330021
3,0.17400461435317993,-0.14667487144470215,-0.04140432702965313
4,0.21527349948883057,-0.18036925792694092,-0.06256171467370564
5,0.10741031169891357,-0.25977444648742676,-0.011265739450522005
6,0.13446557521820068,-0.384294331073761,-0.03605466860003048
7,0.15715673565864563,-0.4588194489479065,-0.05402674677438313
8,0.1722874641418457,-0.5215169787406921,-0.0685134545213657
9,0.07790115475654602,-0.2604856491088867,-0.028903035098977625
10,0.13172203302383423,-0.3337327241897583,-0.07351995410985523
11,0.18448123335838318,-0.28080689907073975,-0.09714681061572605
12,0.20738345384597778,-0.22518408298492432,-0.10617766680783802
13,0.04685291647911072,-0.24606162309646606,-0.04750295879907185
14,0.09477868676185608,-0.3100467324256897,-0.08897654118604237
15,0.14435991644859314,-0.251467227935791,-0.0964491680509525
16,0.16564807295799255,-0.19184434413909912,-0.09325610252685124
17,0.014941275119781494,-0.21718597412109375,-0.06684385391540104
18,0.06263977289199829,-0.26151883602142334,-0.09760171326465183
19,0.10636860132217407,-0.23038405179977417,-0.10162601771421009
20,0.12991651892662048,-0.19043588638305664,-0.09883719089097553
