,x,y,z
0,0.0,0.0,0.0
1,0.08504894375801086,-0.06790924072265625,-0.006677616808673292
2,0.0976690948009491,-0.19281339645385742,-0.009866152845432907
3,0.050319939851760864,-0.2782191038131714,-0.020372736223151833
4,0.008660584688186646,-0.34150418639183044,-0.027137952812125832
5,0.09299743175506592,-0.2731788158416748,0.026496722407529205
6,0.12792745232582092,-0.3538660407066345,-0.012101016894092709
7,0.14243602752685547,-0.29227548837661743,-0.04489078833918825
8,0.13958469033241272,-0.2154640555381775,-0.062354770444443375
9,0.04942062497138977,-0.2840888202190399,0.01022356380511269
10,0.08858829736709595,-0.3829626441001892,-0.03446920304756418
11,0.10999429225921631,-0.31108859181404114,-0.06704451977472559
12,0.11145561933517456,-0.226719468832016,-0.08013647138338342
13,0.0063391029834747314,-0.2823259234428406,-0.012653275348355919
14,0.041565388441085815,-0.39338192343711853,-0.05993262767057672
15,0.06687760353088379,-0.31850165128707886,-0.0845250123665835
16,0.06896546483039856,-0.24175012111663818,-0.09261538922052637
17,-0.03758585453033447,-0.2625037729740143,-0.0360885234103705
18,0.0268842875957489,-0.2580987215042114,-0.08336080699424997
19,0.05414488911628723,-0.18111085891723633,-0.10622971593599573
20,0.0603007972240448,-0.119076669216156,-0.11611498980980173
