,x,y,z
0,0.0,0.0,0.0
1,0.061220914125442505,-0.021118760108947754,-0.004314993846293191
2,0.100911945104599,-0.08813107013702393,-0.006832239090527992
3,0.11004975438117981,-0.1451302468776703,-0.01365932623210142
4,0.08476224541664124,-0.16428899765014648,-0.019363066985334854
5,0.0713416039943695,-0.21394643187522888,-0.0008141895412165923
6,0.08689317107200623,-0.30924662947654724,-0.01958949012967537
7,0.10769185423851013,-0.26327720284461975,-0.035987806378926734
8,0.10210266709327698,-0.2180754542350769,-0.04491980081709812
9,0.04511037468910217,-0.21994665265083313,-0.010640798940386276
10,0.060907334089279175,-0.3276602029800415,-0.025052481203402976
11,0.08326581120491028,-0.2661244869232178,-0.03733354514750431
12,0.07491651177406311,-0.21639108657836914,-0.04431523463043163
13,0.016369342803955078,-0.21959435939788818,-0.022285950242604713
14,0.024045079946517944,-0.3177465498447418,-0.03181059366377781
15,0.0461021363735199,-0.2635965645313263,-0.03378154790314625
16,0.03968745470046997,-0.2145458459854126,-0.034131345211591224
17,-0.01649954915046692,-0.21157708764076233,-0.03536088099988888
18,-0.009078949689865112,-0.2964562773704529,-0.04195642924221943
19,0.010752856731414795,-0.26700806617736816,-0.03854414528521488
20,0.009215086698532104,-0.22507822513580322,-0.035868932365502815
