,x,y,z
0,0.0,0.0,0.0
1,0.08196514844894409,-0.056867003440856934,-0.030472643175642133
2,0.14757055044174194,-0.15118694305419922,-0.045394183570067526
3,0.19107502698898315,-0.23398810625076294,-0.06254574792973244
4,0.19613462686538696,-0.30979758501052856,-0.07711971687666619
5,0.085232675075531,-0.28834816813468933,-0.00720170882112825
6,0.13280504941940308,-0.3750354051589966,-0.05472858759156907
7,0.17026549577713013,-0.36295703053474426,-0.09413074838511193
8,0.1957201361656189,-0.3276277780532837,-0.1130352555452987
9,0.03885573148727417,-0.32196035981178284,-0.014227924370686651
10,0.06473320722579956,-0.4478084444999695,-0.041958340877215505
11,0.09996604919433594,-0.5239569544792175,-0.06601391869179452
12,0.1332916021347046,-0.5900315344333649,-0.08174980568281853
13,-0.009729266166687012,-0.32337114214897156,-0.030933260419885755
14,-0.0004322230815887451,-0.4565303325653076,-0.05925460668794358
15,0.020079851150512695,-0.5438341498374939,-0.07931705700747216
16,0.04430532455444336,-0.6151256859302521,-0.09022899108521187
17,-0.05850037932395935,-0.29904553294181824,-0.05190274255863869
18,-0.06875383853912354,-0.40924251079559326,-0.07344931500546181
19,-0.07182857394218445,-0.488842636346817,-0.08132468300453866
20,-0.06812500953674316,-0.5581614375114441,-0.08478786187760079
