,x,y,z
0,0.0,0.0,0.0
1,0.04752042889595032,-0.13010168075561523,0.018807079962471107
2,0.12367340922355652,-0.19941234588623047,-0.00416481649222078
3,0.21211180090904236,-0.19301199913024902,-0.028185000323674103
4,0.28336676955223083,-0.1683676540851593,-0.052470229246637246
5,0.14124736189842224,-0.26281997561454773,-0.09986113352420034
6,0.2938132584095001,-0.2798236608505249,-0.14014140857102575
7,0.37378600239753723,-0.2889273166656494,-0.15902104569317999
8,0.4331323206424713,-0.29365038871765137,-0.16936316681744756
9,0.14428427815437317,-0.18712785840034485,-0.1232982535445899
10,0.3114997446537018,-0.21719083189964294,-0.1642654497707099
11,0.40443965792655945,-0.21728301048278809,-0.1721816171491355
12,0.46710267663002014,-0.21475037932395935,-0.17848932338597479
13,0.15410876274108887,-0.09751218557357788,-0.13528622282387914
14,0.3057045042514801,-0.09838354587554932,-0.1474665064895362
15,0.29523709416389465,-0.06883537769317627,-0.11057140273692312
16,0.2602410614490509,-0.05131423473358154,-0.0858398486459464
17,0.16363438963890076,-0.010786890983581543,-0.1464698274219245
18,0.26860037446022034,-0.010112345218658447,-0.13993489337804021
19,0.2650372087955475,-0.0033179521560668945,-0.10529635442139806
20,0.24445131421089172,-0.0005852580070495605,-0.07932516528012457
