,x,y,z
0,0.0,0.0,0.0
1,0.06875938177108765,-0.08201378583908081,-0.03734961575645457
2,0.0874529480934143,-0.24170410633087158,-0.04101755521077166
3,0.025019407272338867,-0.3312162756919861,-0.042833656583013635
4,-0.042580440640449524,-0.3045017123222351,-0.04508802345770846
5,0.031200915575027466,-0.38989710807800293,-0.005840427752616506
6,0.0013022422790527344,-0.5240826308727264,-0.0207880610116149
7,-0.022114455699920654,-0.6046549081802368,-0.04049849188703547
8,-0.04545369744300842,-0.6735748648643494,-0.058738884095134836
9,-0.022233694791793823,-0.39137130975723267,-0.008723088119211297
10,-0.05477169156074524,-0.5384935140609741,-0.02284245244044314
11,-0.08113838732242584,-0.638794869184494,-0.047264881942453485
12,-0.10744693875312805,-0.7206168472766876,-0.06772246635335932
13,-0.062429025769233704,-0.36138659715652466,-0.018006984654846292
14,-0.09118278324604034,-0.5020755529403687,-0.03539341366666804
15,-0.11172837018966675,-0.5941629111766815,-0.06140807322043429
16,-0.13538332283496857,-0.6665372252464294,-0.08121742731708537
17,-0.09881696105003357,-0.3070404529571533,-0.032109804961862665
18,-0.11961814761161804,-0.420580118894577,-0.049931344155254465
19,-0.13384558260440826,-0.49452143907546997,-0.0650224430002595
20,-0.15093471109867096,-0.5600945055484772,-0.07806512391942988
