,x,y,z
0,0.0,0.0,0.0
1,0.046126604080200195,-0.0384102463722229,-0.020859655206663774
2,0.06973153352737427,-0.11523514986038208,-0.02834245770202415
3,0.062330007553100586,-0.1781560480594635,-0.03707608043180244
4,0.035603344440460205,-0.2182580828666687,-0.04407933189497726
5,0.052123069763183594,-0.19130632281303406,-0.010195043151838945
6,0.08769553899765015,-0.273212194442749,-0.02667636818216579
7,0.10815531015396118,-0.32170557975769043,-0.03655391021595733
8,0.12265563011169434,-0.3651684522628784,-0.042385151823623346
9,0.017513394355773926,-0.19707316160202026,-0.014062441167993711
10,0.004123389720916748,-0.3045375347137451,-0.03762611954437034
11,0.0007763504981994629,-0.36562708020210266,-0.05078643768058555
12,-0.003376603126525879,-0.4153529703617096,-0.05584992676006095
13,-0.011999011039733887,-0.18014955520629883,-0.020591100891692804
14,0.0016850829124450684,-0.2427152395248413,-0.05983075334654586
15,0.023806393146514893,-0.1865723431110382,-0.06462205781565444
16,0.03299260139465332,-0.1426694095134735,-0.05530137403832214
17,-0.0333133339881897,-0.15096953511238098,-0.027974389707310365
18,-0.006364226341247559,-0.1905791163444519,-0.06002349986658828
19,0.011639416217803955,-0.1478402018547058,-0.059417816092832254
20,0.018744468688964844,-0.10680538415908813,-0.050337454517944025
