,x,y,z
0,0.0,0.0,0.0
1,0.07772070169448853,0.05391108989715576,-0.01935158253888858
2,0.16833141446113586,0.039656758308410645,-0.022581375700042372
3,0.23178395628929138,-0.00807487964630127,-0.027628255572722082
4,0.27744320034980774,-0.04659026861190796,-0.023044265371368056
5,0.20190322399139404,-0.05953514575958252,0.011253135714127893
6,0.2701420485973358,-0.07874399423599243,-0.027483649116561537
7,0.2136169970035553,-0.022441625595092773,-0.03933391117732299
8,0.18226012587547302,-0.020165860652923584,-0.03893074536006225
9,0.17440259456634521,-0.10377991199493408,0.006732038191898937
10,0.24157771468162537,-0.11387920379638672,-0.03613978767077697
11,0.17476332187652588,-0.04542374610900879,-0.041259189632341986
12,0.15410351753234863,-0.05956763029098511,-0.03275499635617507
13,0.1417843997478485,-0.14459216594696045,-0.005558501493737822
14,0.20467111468315125,-0.14566761255264282,-0.0542935519782759
15,0.14115604758262634,-0.07591676712036133,-0.038963859465525275
16,0.11976209282875061,-0.09143304824829102,-0.015018018458590632
17,0.10304617881774902,-0.18705663084983826,-0.018680404436395293
18,0.15589842200279236,-0.16668641567230225,-0.046103180882141714
19,0.11467278003692627,-0.11561363935470581,-0.029560565513179426
20,0.09094348549842834,-0.13016730546951294,-0.009324206535325175
